NewName,Author,Family,Order,Class,Phylum,Taxonomy,OrigName,LifeForm,Region,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source,Harvest Point,Region2
Ipomoea ochracea,,Convolvulaceae,,,Tracheophyta,TPL,Ipomoea ochracea,Vascular plants,Hawaiian Islands,,1919,1919,,Me,Complete Compiled Publication,Pacific Islands
Manihot carthaginensis,,Euphorbiaceae,,,Tracheophyta,TPL,Manihot glaziovii,Vascular plants,Hawaiian Islands,,1919,1919,,Me,Complete Compiled Publication,Pacific Islands
Microsorum grossum,,Polypodiaceae,,,Tracheophyta,TPL,Microsorum grossum,Vascular plants,Hawaiian Islands,,1919,1919,,Me,Complete Compiled Publication,Pacific Islands
Myriophyllum aquaticum,,Haloragaceae,,,Tracheophyta,TPL,Myriophyllum aquaticum,Vascular plants,Hawaiian Islands,,1919,1919,,Me,Complete Compiled Publication,Pacific Islands
Oenothera stricta,,Onagraceae,,,Tracheophyta,TPL,Oenothera stricta subsp. stricta,Vascular plants,Hawaiian Islands,,1919,1919,,Me,Complete Compiled Publication,Pacific Islands
Persea americana,,Lauraceae,,,Tracheophyta,TPL,Persea americana,Vascular plants,Hawaiian Islands,,1919,1919,,Me,Complete Compiled Publication,Pacific Islands
Plantago australis,,Plantaginaceae,,,Tracheophyta,TPL,Plantago australis subsp. hirtella,Vascular plants,Hawaiian Islands,,1919,1919,,Me,Complete Compiled Publication,Pacific Islands
Trifolium repens,,Leguminosae,,,Tracheophyta,TPL,Trifolium repens var. repens,Vascular plants,Hawaiian Islands,,1919,1919,,Me,Complete Compiled Publication,Pacific Islands
Ageratum houstonianum,,Compositae,,,Tracheophyta,TPL,Ageratum houstonianum,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Albizia lebbeck,,Leguminosae,,,Tracheophyta,TPL,Albizia lebbeck,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Emilia fosbergii,,Compositae,,,Tracheophyta,TPL,Emilia fosbergii,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Ipomoea alba,,Convolvulaceae,,,Tracheophyta,TPL,Ipomoea alba,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Melastoma septemnervium,,Melastomataceae,,,Tracheophyta,TPL,Melastoma septemnervium,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Mentha pulegium,,Lamiaceae,,,Tracheophyta,TPL,Mentha pulegium,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Pinus taeda,,Pinaceae,,,Tracheophyta,TPL,Pinus taeda,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Potamogeton tricarinatus,,Potamogetonaceae,,,Tracheophyta,TPL,Potamogeton tricarinatus,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Zinnia peruviana,,Compositae,,,Tracheophyta,TPL,Zinnia peruviana,Vascular plants,Hawaiian Islands,,1920,1920,,Me,Complete Compiled Publication,Pacific Islands
Cenchrus purpureus,,Poaceae,,,Tracheophyta,TPL,Cenchrus purpureus,Vascular plants,Hawaiian Islands,,1922,1922,,Me,Complete Compiled Publication,Pacific Islands
Cyperus meyenianus,,Cyperaceae,,,Tracheophyta,TPL,Cyperus meyenianus,Vascular plants,Hawaiian Islands,,1922,1922,,Me,Complete Compiled Publication,Pacific Islands
Decalobanthus peltatus,,,,,Tracheophyta,TPL,Decalobanthus peltatus,Vascular plants,Hawaiian Islands,,1922,1922,,Me,Complete Compiled Publication,Pacific Islands
Dysphania carinata,,Amaranthaceae,,,Tracheophyta,TPL,Dysphania carinata,Vascular plants,Hawaiian Islands,,1922,1922,,Me,Complete Compiled Publication,Pacific Islands
Heliotropium amplexicaule,,Boraginaceae,,,Tracheophyta,TPL,Heliotropium amplexicaule,Vascular plants,Hawaiian Islands,,1922,1922,,Me,Complete Compiled Publication,Pacific Islands
Richardia brasiliensis,,Rubiaceae,,,Tracheophyta,TPL,Richardia brasiliensis,Vascular plants,Hawaiian Islands,,1922,1922,,Me,Complete Compiled Publication,Pacific Islands
Tridax procumbens,,Compositae,,,Tracheophyta,TPL,Tridax procumbens,Vascular plants,Hawaiian Islands,,1922,1922,,Me,Complete Compiled Publication,Pacific Islands
Adiantum hispidulum,,Pteridaceae,,,Tracheophyta,TPL,Adiantum hispidulum,Vascular plants,Hawaiian Islands,,1923,1923,,Me,Complete Compiled Publication,Pacific Islands
Blumea laciniata,,Compositae,,,Tracheophyta,TPL,Blumea laciniata,Vascular plants,Hawaiian Islands,,1923,1923,,Me,Complete Compiled Publication,Pacific Islands
Nephrolepis brownii,,Nephrolepidaceae,,,Tracheophyta,TPL,Nephrolepis brownii,Vascular plants,Hawaiian Islands,,1923,1923,,Me,Complete Compiled Publication,Pacific Islands
Pithecellobium dulce,,Leguminosae,,,Tracheophyta,TPL,Pithecellobium dulce,Vascular plants,Hawaiian Islands,,1923,1923,,Me,Complete Compiled Publication,Pacific Islands
Pityrogramma calomelanos,,Pteridaceae,,,Tracheophyta,TPL,Pityrogramma calomelanos,Vascular plants,Hawaiian Islands,,1923,1923,,Me,Complete Compiled Publication,Pacific Islands
Solanum mauritianum,,Solanaceae,,,Tracheophyta,TPL,Solanum mauritianum,Vascular plants,Hawaiian Islands,,1923,1923,,Me,Complete Compiled Publication,Pacific Islands
Andropogon virginicus,,Poaceae,,,Tracheophyta,TPL,Andropogon virginicus,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Brachiaria mutica,,Poaceae,,,Tracheophyta,TPL,Urochloa mutica,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Casuarina equisetifolia,,Casuarinaceae,,,Tracheophyta,TPL,Casuarina equisetifolia,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Gossypium barbadense,,Malvaceae,,,Tracheophyta,TPL,Gossypium barbadense,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Ocimum gratissimum,,Lamiaceae,,,Tracheophyta,TPL,Ocimum gratissimum,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Paederia foetida,,Rubiaceae,,,Tracheophyta,TPL,Paederia foetida,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Panicum miliaceum,,Poaceae,,,Tracheophyta,TPL,Panicum miliaceum,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Paspalum fimbriatum,,Poaceae,,,Tracheophyta,TPL,Paspalum fimbriatum,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Passiflora subpeltata,,Passifloraceae,,,Tracheophyta,TPL,Passiflora subpeltata,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Prosopis juliflora,,Leguminosae,,,Tracheophyta,TPL,Prosopis juliflora,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Themeda villosa,,Poaceae,,,Tracheophyta,TPL,Themeda villosa,Vascular plants,Hawaiian Islands,,1924,1924,,Me,Complete Compiled Publication,Pacific Islands
Alternanthera caracasana,,Amaranthaceae,,,Tracheophyta,TPL,Alternanthera caracasana,Vascular plants,Hawaiian Islands,,1925,1925,,Me,Complete Compiled Publication,Pacific Islands
Cryptotaenia canadensis,,Apiaceae,,,Tracheophyta,TPL,Cryptotaenia canadensis,Vascular plants,Hawaiian Islands,,1925,1925,,Me,Complete Compiled Publication,Pacific Islands
Eriochloa punctata,,Poaceae,,,Tracheophyta,TPL,Eriochloa punctata,Vascular plants,Hawaiian Islands,,1925,1925,,Me,Complete Compiled Publication,Pacific Islands
Juncus acuminatus,,Juncaceae,,,Tracheophyta,TPL,Juncus acuminatus,Vascular plants,Hawaiian Islands,,1925,1925,,Me,Complete Compiled Publication,Pacific Islands
Nicandra physalodes,,Solanaceae,,,Tracheophyta,TPL,Nicandra physalodes,Vascular plants,Hawaiian Islands,,1925,1925,,Me,Complete Compiled Publication,Pacific Islands
Brugmansia x_candida,,,,,Tracheophyta,TPL,Brugmansia x_candida,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Christella parasitica,,Thelypteridaceae,,,Tracheophyta,TPL,Christella parasitica,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Cuphea ignea,,Lythraceae,,,Tracheophyta,TPL,Cuphea ignea,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Cyperus trinervis,,Cyperaceae,,,Tracheophyta,TPL,Cyperus trinervis,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Elephantopus mollis,,Compositae,,,Tracheophyta,TPL,Elephantopus mollis,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Fuchsia magellanica,,Onagraceae,,,Tracheophyta,TPL,Fuchsia magellanica,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Hippobroma longiflora,,Campanulaceae,,,Tracheophyta,TPL,Hippobroma longiflora,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Lysimachia arvensis,,Primulaceae,,,Tracheophyta,TPL,Lysimachia arvensis,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Passiflora ligularis,,Passifloraceae,,,Tracheophyta,TPL,Passiflora ligularis,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Pittosporum undulatum,,Pittosporaceae,,,Tracheophyta,TPL,Pittosporum undulatum,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Rumex acetosella,,Polygonaceae,,,Tracheophyta,TPL,Rumex acetosella,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Schinus terebinthifolia,,Anacardiaceae,,,Tracheophyta,TPL,Schinus terebinthifolius,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Syzygium jambos,,Myrtaceae,,,Tracheophyta,TPL,Syzygium jambos,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Thysanolaena latifolia,,Poaceae,,,Tracheophyta,TPL,Thysanolaena latifolia,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Tibouchina urvilleana,,Melastomataceae,,,Tracheophyta,TPL,Tibouchina urvilleana var. urvilleana,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Tradescantia zebrina,,Commelinaceae,,,Tracheophyta,TPL,Tradescantia zebrina,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Trema orientalis,,Cannabaceae,,,Tracheophyta,TPL,Trema orientalis,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Veronica plebeia,,Plantaginaceae,,,Tracheophyta,TPL,Veronica plebeia,Vascular plants,Hawaiian Islands,,1926,1926,,Me,Complete Compiled Publication,Pacific Islands
Bixa orellana,,Bixaceae,,,Tracheophyta,TPL,Bixa orellana,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Cytisus proliferus,,Leguminosae,,,Tracheophyta,TPL,Cytisus palmensis,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Emilia coccinea,,Compositae,,,Tracheophyta,TPL,Emilia sonchifolia var. javanica,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Heterocentron subtriplinervium,,Melastomataceae,,,Tracheophyta,TPL,Heterocentron subtriplinervium,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Hordeum vulgare,,Poaceae,,,Tracheophyta,TPL,Hordeum vulgare,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Madia sativa,,Compositae,,,Tracheophyta,TPL,Madia sativa var. sativa,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Passiflora foetida,,Passifloraceae,,,Tracheophyta,TPL,Passiflora foetida,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Passiflora suberosa,,Passifloraceae,,,Tracheophyta,TPL,Passiflora suberosa,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Sisymbrium altissimum,,Brassicaceae,,,Tracheophyta,TPL,Sisymbrium altissimum,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Solanum viride,,Solanaceae,,,Tracheophyta,TPL,Solanum viride,Vascular plants,Hawaiian Islands,,1927,1927,,Me,Complete Compiled Publication,Pacific Islands
Callisia fragrans,,Commelinaceae,,,Tracheophyta,TPL,Callisia fragrans,Vascular plants,Hawaiian Islands,,1928,1928,,Me,Complete Compiled Publication,Pacific Islands
Cyrtomium falcatum,,Dryopteridaceae,,,Tracheophyta,TPL,Cyrtomium falcatum,Vascular plants,Hawaiian Islands,,1928,1928,,Me,Complete Compiled Publication,Pacific Islands
Gossypium hirsutum,,Malvaceae,,,Tracheophyta,TPL,Gossypium hirsutum,Vascular plants,Hawaiian Islands,,1928,1928,,Me,Complete Compiled Publication,Pacific Islands
Hedychium coronarium,,Zingiberaceae,,,Tracheophyta,TPL,Hedychium coronarium,Vascular plants,Hawaiian Islands,,1928,1928,,Me,Complete Compiled Publication,Pacific Islands
Lactuca sativa,,Compositae,,,Tracheophyta,TPL,Lactuca sativa,Vascular plants,Hawaiian Islands,,1928,1928,,Me,Complete Compiled Publication,Pacific Islands
Paspalum notatum,,Poaceae,,,Tracheophyta,TPL,Paspalum notatum,Vascular plants,Hawaiian Islands,,1928,1928,,Me,Complete Compiled Publication,Pacific Islands
Wahlenbergia gracilis,,Campanulaceae,,,Tracheophyta,TPL,Wahlenbergia gracilis,Vascular plants,Hawaiian Islands,,1928,1928,,Me,Complete Compiled Publication,Pacific Islands
Bidens cynapiifolia,,Compositae,,,Tracheophyta,TPL,Bidens cynapiifolia,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Cenchrus complanatus,,Poaceae,,,Tracheophyta,TPL,Cenchrus complanatus,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Cymbopogon refractus,,Poaceae,,,Tracheophyta,TPL,Cymbopogon refractus,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Cyperus gracilis,,Cyperaceae,,,Tracheophyta,TPL,Cyperus gracilis,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Cyperus mindorensis,,Cyperaceae,,,Tracheophyta,TPL,Cyperus mindorensis,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Eragrostis pilosa,,Poaceae,,,Tracheophyta,TPL,Eragrostis pilosa,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Festuca rubra,,Poaceae,,,Tracheophyta,TPL,Festuca rubra,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Gomphrena globosa,,Amaranthaceae,,,Tracheophyta,TPL,Gomphrena globosa,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Hydrocotyle bowlesioides,,Araliaceae,,,Tracheophyta,TPL,Hydrocotyle bowlesioides,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Medicago polymorpha,,Leguminosae,,,Tracheophyta,TPL,Medicago polymorpha,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Melilotus indicus,,Leguminosae,,,Tracheophyta,TPL,Melilotus indica,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Mirabilis jalapa,,Nyctaginaceae,,,Tracheophyta,TPL,Mirabilis jalapa,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Nicotiana tabacum,,Solanaceae,,,Tracheophyta,TPL,Nicotiana tabacum,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Oxalis debilis,,Oxalidaceae,,,Tracheophyta,TPL,Oxalis debilis var. corymbosa,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Rubus argutus,,Rosaceae,,,Tracheophyta,TPL,Rubus argutus,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Solanum lycopersicum,,Solanaceae,,,Tracheophyta,TPL,Solanum lycopersicum var. cerasiforme,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Spathoglottis plicata,,Orchidaceae,,,Tracheophyta,TPL,Spathoglottis plicata,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Spermacoce remota,,Rubiaceae,,,Tracheophyta,TPL,Spermacoce remota,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Sporobolus elongatus,,Poaceae,,,Tracheophyta,TPL,Sporobolus elongatus,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Sporobolus indicus,,Poaceae,,,Tracheophyta,TPL,Sporobolus indicus,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Tithonia diversifolia,,Compositae,,,Tracheophyta,TPL,Tithonia diversifolia,Vascular plants,Hawaiian Islands,,1929,1929,,Me,Complete Compiled Publication,Pacific Islands
Ageratina riparia,,Compositae,,,Tracheophyta,TPL,Ageratina riparia,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Amaranthus hybridus,,Amaranthaceae,,,Tracheophyta,TPL,Amaranthus hybridus subsp. hybridus,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Amaranthus viridis,,Amaranthaceae,,,Tracheophyta,TPL,Amaranthus viridis,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Bruguiera sexangula,,Rhizophoraceae,,,Tracheophyta,TPL,Bruguiera sexangula,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Diplazium esculentum,,Athyriaceae,,,Tracheophyta,TPL,Diplazium esculentum,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Eichhornia crassipes,,Pontederiaceae,,,Tracheophyta,TPL,Eichhornia crassipes,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Ipomoea aquatica,,Convolvulaceae,,,Tracheophyta,TPL,Ipomoea aquatica,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Ipomoea obscura,,Convolvulaceae,,,Tracheophyta,TPL,Ipomoea obscura,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Juncus planifolius,,Juncaceae,,,Tracheophyta,TPL,Juncus planifolius,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Picris hieracioides,,Compositae,,,Tracheophyta,TPL,Picris hieracioides,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Pilea microphylla,,Urticaceae,,,Tracheophyta,TPL,Pilea microphylla,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Prosopis pallida,,Leguminosae,,,Tracheophyta,TPL,Prosopis pallida,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Psidium guajava,,Myrtaceae,,,Tracheophyta,TPL,Psidium guajava,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Solidago canadensis,,Compositae,,,Tracheophyta,TPL,Solidago canadensis var. scabra,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Stellaria media,,Caryophyllaceae,,,Tracheophyta,TPL,Stellaria media,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Synedrella nodiflora,,Compositae,,,Tracheophyta,TPL,Synedrella nodiflora,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Tephrosia candida,,Leguminosae,,,Tracheophyta,TPL,Tephrosia candida,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Zizania latifolia,,Poaceae,,,Tracheophyta,TPL,Zizania latifolia,Vascular plants,Hawaiian Islands,,1930,1930,,Me,Complete Compiled Publication,Pacific Islands
Axonopus fissifolius,,Poaceae,,,Tracheophyta,TPL,Axonopus fissifolius,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Chloris divaricata,,Poaceae,,,Tracheophyta,TPL,Chloris divaricata var. cynodontioides,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Convolvulus arvensis,,Convolvulaceae,,,Tracheophyta,TPL,Convolvulus arvensis,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Cynoglossum amabile,,Boraginaceae,,,Tracheophyta,TPL,Cynoglossum amabile,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Cyperus involucratus,,Cyperaceae,,,Tracheophyta,TPL,Cyperus involucratus,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Emex spinosa,,Polygonaceae,,,Tracheophyta,TPL,Emex spinosa,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Emilia sonchifolia,,Compositae,,,Tracheophyta,TPL,Emilia sonchifolia var. sonchifolia,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Lobelia erinus,,Campanulaceae,,,Tracheophyta,TPL,Lobelia erinus,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Passiflora quadrangularis,,Passifloraceae,,,Tracheophyta,TPL,Passiflora quadrangularis,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Pluchea carolinensis,,Compositae,,,Tracheophyta,TPL,Pluchea carolinensis,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Portulaca oleracea,,Portulacaceae,,,Tracheophyta,TPL,Portulaca oleracea,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Psidium cattleianum,,Myrtaceae,,,Tracheophyta,TPL,Psidium cattleianum,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Stachytarpheta mutabilis,,Verbenaceae,,,Tracheophyta,TPL,Stachytarpheta mutabilis,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Vitex parviflora,,Lamiaceae,,,Tracheophyta,TPL,Vitex parviflora,Vascular plants,Hawaiian Islands,,1931,1931,,Me,Complete Compiled Publication,Pacific Islands
Aira caryophyllea,,Poaceae,,,Tracheophyta,TPL,Aira caryophyllea,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Arthrostemma ciliatum,,Melastomataceae,,,Tracheophyta,TPL,Arthrostemma ciliatum,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Brassica nigra,,Brassicaceae,,,Tracheophyta,TPL,Brassica nigra,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Catharanthus roseus,,Apocynaceae,,,Tracheophyta,TPL,Catharanthus roseus,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Cenchrus ciliaris,,Poaceae,,,Tracheophyta,TPL,Cenchrus ciliaris,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Coffea arabica,,Rubiaceae,,,Tracheophyta,TPL,Coffea arabica,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Digitaria bicornis,,Poaceae,,,Tracheophyta,TPL,Digitaria bicornis,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Eugenia uniflora,,Myrtaceae,,,Tracheophyta,TPL,Eugenia uniflora,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Hydrocotyle sibthorpioides,,Araliaceae,,,Tracheophyta,TPL,Hydrocotyle sibthorpioides,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Hypericum parvulum,,Hypericaceae,,,Tracheophyta,TPL,Hypericum parvulum,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Mangifera indica,,Anacardiaceae,,,Tracheophyta,TPL,Mangifera indica,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Melaleuca quinquenervia,,Myrtaceae,,,Tracheophyta,TPL,Melaleuca quinquenervia,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Panicum antidotale,,Poaceae,,,Tracheophyta,TPL,Panicum antidotale,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Phalaris aquatica,,Poaceae,,,Tracheophyta,TPL,Phalaris aquatica,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Senecio vulgaris,,Compositae,,,Tracheophyta,TPL,Senecio vulgaris,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Syzygium cumini,,Myrtaceae,,,Tracheophyta,TPL,Syzygium cumini,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Tagetes minuta,,Compositae,,,Tracheophyta,TPL,Tagetes minuta,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Tamarindus indica,,Leguminosae,,,Tracheophyta,TPL,Tamarindus indica,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Thunbergia alata,,Acanthaceae,,,Tracheophyta,TPL,Thunbergia alata,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
Trifolium arvense,,Leguminosae,,,Tracheophyta,TPL,Trifolium arvense var. arvense,Vascular plants,Hawaiian Islands,,1932,1932,,Me,Complete Compiled Publication,Pacific Islands
