NewName,Author,Family,Order,Class,Phylum,Taxonomy,OrigName,LifeForm,Region,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source,Harvest Point,Region2
Spermacoce exilis,,Rubiaceae,,,Tracheophyta,TPL,Spermacoce exilis,Vascular plants,Hawaiian Islands,,1978,1978,,Me,Complete Compiled Publication,Pacific Islands
Stapelia gigantea,,Apocynaceae,,,Tracheophyta,TPL,Stapelia gigantea,Vascular plants,Hawaiian Islands,,1978,1978,,Me,Complete Compiled Publication,Pacific Islands
Terminalia catappa,,Combretaceae,,,Tracheophyta,TPL,Terminalia catappa,Vascular plants,Hawaiian Islands,,1978,1978,,Me,Complete Compiled Publication,Pacific Islands
Albizia saman,,Leguminosae,,,Tracheophyta,TPL,Samanea saman,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Crepis vesicaria,,Compositae,,,Tracheophyta,TPL,Crepis vesicaria subsp. taraxacifolia,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Dalea emarginata,,Leguminosae,,,Tracheophyta,TPL,Dalea emarginata,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Epipremnum pinnatum,,Araceae,,,Tracheophyta,TPL,Epipremnum pinnatum,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Eriocaulon scariosum,,Eriocaulaceae,,,Tracheophyta,TPL,Eriocaulon scariosum,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Euphorbia maculata,,Euphorbiaceae,,,Tracheophyta,TPL,Euphorbia maculata,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Ficus microcarpa,,Moraceae,,,Tracheophyta,TPL,Ficus microcarpa,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Heliconia latispatha,,Heliconiaceae,,,Tracheophyta,TPL,Heliconia latispatha,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Melilotus officinalis,,Leguminosae,,,Tracheophyta,TPL,Melilotus alba,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Polygonum aviculare,,Polygonaceae,,,Tracheophyta,TPL,Polygonum aviculare,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Setaria sphacelata,,Poaceae,,,Tracheophyta,TPL,Setaria sphacelata,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Solanum elaeagnifolium,,Solanaceae,,,Tracheophyta,TPL,Solanum elaeagnifolium,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Spergula arvensis,,Caryophyllaceae,,,Tracheophyta,TPL,Spergula arvensis,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Syngonium podophyllum,,Araceae,,,Tracheophyta,TPL,Syngonium podophyllum,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Typha latifolia,,Typhaceae,,,Tracheophyta,TPL,Typha latifolia,Vascular plants,Hawaiian Islands,,1979,1979,,Me,Complete Compiled Publication,Pacific Islands
Acacia aneura,,Leguminosae,,,Tracheophyta,TPL,Acacia aneura,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Anemone scabiosa,,Ranunculaceae,,,Tracheophyta,TPL,Anemone hupehensis var. japonica,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Boerhavia coccinea,,Nyctaginaceae,,,Tracheophyta,TPL,Boerhavia coccinea,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Chloris divaricata,,Poaceae,,,Tracheophyta,TPL,Chloris divaricata var. divaricata,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Cinnamomum camphora,,Lauraceae,,,Tracheophyta,TPL,Cinnamomum camphora,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Emex australis,,Polygonaceae,,,Tracheophyta,TPL,Emex australis,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Eschscholzia californica,,Papaveraceae,,,Tracheophyta,TPL,Eschscholzia californica,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Gilia capitata,,Polemoniaceae,,,Tracheophyta,TPL,Gilia capitata,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Hedychium gardnerianum,,Zingiberaceae,,,Tracheophyta,TPL,Hedychium gardnerianum,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Passiflora bicornis,,Passifloraceae,,,Tracheophyta,TPL,Passiflora pulchella,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Sida urens,,Malvaceae,,,Tracheophyta,TPL,Sida urens,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Trimezia martinicensis,,Iridaceae,,,Tracheophyta,TPL,Trimezia martinicensis,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Wahlenbergia marginata,,Campanulaceae,,,Tracheophyta,TPL,Wahlenbergia marginata,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Zinnia maritima,,Compositae,,,Tracheophyta,TPL,Zinnia palmeri,Vascular plants,Hawaiian Islands,,1980,1980,,Me,Complete Compiled Publication,Pacific Islands
Anthephora hermaphrodita,,Poaceae,,,Tracheophyta,TPL,Anthephora hermaphrodita,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Brassica rapa,,Brassicaceae,,,Tracheophyta,TPL,Brassica rapa,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Ceratophyllum demersum,,Ceratophyllaceae,,,Tracheophyta,TPL,Ceratophyllum demersum,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Fallopia convolvulus,,Polygonaceae,,,Tracheophyta,TPL,Fallopia convolvulus,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Galium divaricatum,,Rubiaceae,,,Tracheophyta,TPL,Galium divaricatum,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Lamium amplexicaule,,Lamiaceae,,,Tracheophyta,TPL,Lamium amplexicaule,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Lindsaea ensifolia,,Lindsaeaceae,,,Tracheophyta,TPL,Lindsaea ensifolia,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Pyracantha angustifolia,,Rosaceae,,,Tracheophyta,TPL,Pyracantha angustifolia,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Terminalia myriocarpa,,Combretaceae,,,Tracheophyta,TPL,Terminalia myriocarpa,Vascular plants,Hawaiian Islands,,1981,1981,,Me,Complete Compiled Publication,Pacific Islands
Centranthus ruber,,Caprifoliaceae,,,Tracheophyta,TPL,Centranthus ruber subsp. ruber,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Crotalaria pumila,,Leguminosae,,,Tracheophyta,TPL,Crotalaria pumila,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Dichelachne crinita,,Poaceae,,,Tracheophyta,TPL,Dichelachne crinita,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Dolichandra unguis-cati,,Bignoniaceae,,,Tracheophyta,TPL,Dolichandra unguis-cati,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Heteromeles arbutifolia,,Rosaceae,,,Tracheophyta,TPL,Heteromeles arbutifolia,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Linum bienne,,Linaceae,,,Tracheophyta,TPL,Linum bienne,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Malva neglecta,,Malvaceae,,,Tracheophyta,TPL,Malva neglecta,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Medicago rugosa,,Leguminosae,,,Tracheophyta,TPL,Medicago rugosa,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Miconia calvescens,,Melastomataceae,,,Tracheophyta,TPL,Miconia calvescens,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Olea europaea,,Oleaceae,,,Tracheophyta,TPL,Olea europaea subsp. europaea,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Rhynchospora globularis,,Cyperaceae,,,Tracheophyta,TPL,Rhynchospora globularis,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Rubus sieboldii,,Rosaceae,,,Tracheophyta,TPL,Rubus sieboldii,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Utricularia gibba,,Lentibulariaceae,,,Tracheophyta,TPL,Utricularia gibba,Vascular plants,Hawaiian Islands,,1982,1982,,Me,Complete Compiled Publication,Pacific Islands
Axonopus compressus,,Poaceae,,,Tracheophyta,TPL,Axonopus compressus,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Bidens gardneri,,Compositae,,,Tracheophyta,TPL,Bidens gardneri,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Camonea umbellata,,,,,Tracheophyta,TPL,Camonea umbellata,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Habenaria rodeiensis,,Orchidaceae,,,Tracheophyta,TPL,Habenaria rodeiensis,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Justicia spicigera,,Acanthaceae,,,Tracheophyta,TPL,Justicia spicigera,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Nephrolepis hirsutula,,Nephrolepidaceae,,,Tracheophyta,TPL,Nephrolepis hirsutula cv. Superba,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Osteospermum calendulaceum,,Compositae,,,Tracheophyta,TPL,Osteospermum calendulaceum,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Persicaria chinensis,,Polygonaceae,,,Tracheophyta,TPL,Persicaria chinensis,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Pimenta dioica,,Myrtaceae,,,Tracheophyta,TPL,Pimenta dioica,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Rosa laevigata,,Rosaceae,,,Tracheophyta,TPL,Rosa laevigata,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Rumex obtusifolius,,Polygonaceae,,,Tracheophyta,TPL,Rumex obtusifolius subsp. obtusifolius,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Sida linifolia,,Malvaceae,,,Tracheophyta,TPL,Sida linifolia,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Solanum robustum,,Solanaceae,,,Tracheophyta,TPL,Solanum robustum,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Stylosanthes guianensis,,Leguminosae,,,Tracheophyta,TPL,Stylosanthes guianensis var. guianensis,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Tibouchina longifolia,,Melastomataceae,,,Tracheophyta,TPL,Tibouchina longifolia,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Vitex trifolia,,Lamiaceae,,,Tracheophyta,TPL,Vitex trifolia,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Vulpia bromoides,,Poaceae,,,Tracheophyta,TPL,Festuca bromoides,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Zephyranthes citrina,,Amaryllidaceae,,,Tracheophyta,TPL,Zephyranthes citrina,Vascular plants,Hawaiian Islands,,1983,1983,,Me,Complete Compiled Publication,Pacific Islands
Aloe vera,,Xanthorrhoeaceae,,,Tracheophyta,TPL,Aloe vera,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Atriplex eardleyae,,Amaranthaceae,,,Tracheophyta,TPL,Atriplex eardleyae,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Baltimora recta,,Compositae,,,Tracheophyta,TPL,Baltimora recta,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Cestrum diurnum,,Solanaceae,,,Tracheophyta,TPL,Cestrum diurnum,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Cestrum nocturnum,,Solanaceae,,,Tracheophyta,TPL,Cestrum nocturnum,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Crotalaria brevidens,,Leguminosae,,,Tracheophyta,TPL,Crotalaria brevidens,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Erigeron bellioides,,Compositae,,,Tracheophyta,TPL,Erigeron bellioides,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Euphorbia serpens,,Euphorbiaceae,,,Tracheophyta,TPL,Euphorbia serpens,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Fimbristylis ferruginea,,Cyperaceae,,,Tracheophyta,TPL,Fimbristylis ferruginea,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Fimbristylis schoenoides,,Cyperaceae,,,Tracheophyta,TPL,Fimbristylis schoenoides,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Gomphrena celosioides,,Amaranthaceae,,,Tracheophyta,TPL,Gomphrena celosioides,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Hippeastrum striatum,,Amaryllidaceae,,,Tracheophyta,TPL,Hippeastrum striatum,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Philadelphus karwinskyanus,,Hydrangeaceae,,,Tracheophyta,TPL,Philadelphus karwinskyanus,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Rosa × damascena,,Rosaceae,,,Tracheophyta,TPL,Rosa x_damascena,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Rumex conglomeratus,,Polygonaceae,,,Tracheophyta,TPL,Rumex conglomeratus,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Talinum paniculatum,,Talinaceae,,,Tracheophyta,TPL,Talinum paniculatum,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Tradescantia spathacea,,Commelinaceae,,,Tracheophyta,TPL,Tradescantia spathacea,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Vallisneria americana,,Hydrocharitaceae,,,Tracheophyta,TPL,Vallisneria americana,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Zantedeschia aethiopica,,Araceae,,,Tracheophyta,TPL,Zantedeschia aethiopica,Vascular plants,Hawaiian Islands,,1984,1984,,Me,Complete Compiled Publication,Pacific Islands
Amaranthus graecizans,,Amaranthaceae,,,Tracheophyta,TPL,Amaranthus graecizans,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Antigonon leptopus,,Polygonaceae,,,Tracheophyta,TPL,Antigonon leptopus,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Argyreia nervosa,,Convolvulaceae,,,Tracheophyta,TPL,Argyreia nervosa,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Arundo donax,,Poaceae,,,Tracheophyta,TPL,Arundo donax,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Azolla caroliniana,,Salviniaceae,,,Tracheophyta,TPL,Azolla caroliniana,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Begonia reniformis,,Begoniaceae,,,Tracheophyta,TPL,Begonia vitifolia,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Cardiospermum grandiflorum,,Sapindaceae,,,Tracheophyta,TPL,Cardiospermum grandiflorum,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Costus scaber,,Costaceae,,,Tracheophyta,TPL,Costus scaber,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Costus woodsonii,,Costaceae,,,Tracheophyta,TPL,Costus woodsonii,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Cyperus rotundus,,Cyperaceae,,,Tracheophyta,TPL,Cyperus rotundus,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Enchylaena tomentosa,,Amaranthaceae,,,Tracheophyta,TPL,Enchylaena tomentosa var. tomentosa,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Eragrostis superba,,Poaceae,,,Tracheophyta,TPL,Eragrostis superba,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Fimbristylis littoralis,,Cyperaceae,,,Tracheophyta,TPL,Fimbristylis littoralis,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Gazania rigens,,Compositae,,,Tracheophyta,TPL,Gazania rigens,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Heterotis rotundifolia,,Melastomataceae,,,Tracheophyta,TPL,Heterotis rotundifolia,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Hirschfeldia incana,,Brassicaceae,,,Tracheophyta,TPL,Hirschfeldia incana,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Hypericum canariense,,Hypericaceae,,,Tracheophyta,TPL,Hypericum canariense,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Lathyrus latifolius,,Leguminosae,,,Tracheophyta,TPL,Lathyrus latifolius,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Lathyrus tingitanus,,Leguminosae,,,Tracheophyta,TPL,Lathyrus tingitanus,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Leptospermum laevigatum,,Myrtaceae,,,Tracheophyta,TPL,Leptospermum laevigatum,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Ligustrum sinense,,Oleaceae,,,Tracheophyta,TPL,Ligustrum sinense,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Lindernia procumbens,,Linderniaceae,,,Tracheophyta,TPL,Lindernia procumbens,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Lomelosia palaestina,,Caprifoliaceae,,,Tracheophyta,TPL,Scabiosa palaestina,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Morella cerifera,,Myricaceae,,,Tracheophyta,TPL,Morella cerifera,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Murdannia nudiflora,,Commelinaceae,,,Tracheophyta,TPL,Murdannia nudiflora,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Opuntia ficus-indica,,Cactaceae,,,Tracheophyta,TPL,Opuntia ficus-indica,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Petasites japonicus,,Compositae,,,Tracheophyta,TPL,Petasites japonicus var. japonicus,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Physalis angulata,,Solanaceae,,,Tracheophyta,TPL,Physalis angulata,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Ranunculus parviflorus,,Ranunculaceae,,,Tracheophyta,TPL,Ranunculus parviflorus,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Sagina japonica,,Caryophyllaceae,,,Tracheophyta,TPL,Sagina japonica,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Sauvagesia erecta,,Ochnaceae,,,Tracheophyta,TPL,Sauvagesia erecta,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Sigmoidotropis speciosa,,Leguminosae,,,Tracheophyta,TPL,Sigmoidotropis speciosa,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Soliva sessilis,,Compositae,,,Tracheophyta,TPL,Soliva sessilis,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Talinum fruticosum,,Talinaceae,,,Tracheophyta,TPL,Talinum fruticosum,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Tectaria incisa,,Tectariaceae,,,Tracheophyta,TPL,Tectaria incisa,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Thunbergia laurifolia,,Acanthaceae,,,Tracheophyta,TPL,Thunbergia laurifolia,Vascular plants,Hawaiian Islands,,1985,1985,,Me,Complete Compiled Publication,Pacific Islands
Alocasia cucullata,,Araceae,,,Tracheophyta,TPL,Alocasia cucullata,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Bassia hyssopifolia,,Amaranthaceae,,,Tracheophyta,TPL,Bassia hyssopifolia,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Calathea crotalifera,,Marantaceae,,,Tracheophyta,TPL,Calathea crotalifera,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Calotropis procera,,Apocynaceae,,,Tracheophyta,TPL,Calotropis procera,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Carduus pycnocephalus,,Compositae,,,Tracheophyta,TPL,Carduus pycnocephalus,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Centrosema molle,,Leguminosae,,,Tracheophyta,TPL,Centrosema molle,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Chenopodium album,,Amaranthaceae,,,Tracheophyta,TPL,Chenopodium album,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Cissus quadrangularis,,Vitaceae,,,Tracheophyta,TPL,Cissus quadrangularis,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Clerodendrum macrostegium,,Lamiaceae,,,Tracheophyta,TPL,Clerodendrum macrostegium,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Coccinia grandis,,Cucurbitaceae,,,Tracheophyta,TPL,Coccinia grandis,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Cyanus segetum,,Compositae,,,Tracheophyta,TPL,Centaurea cyanus,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Cymbalaria muralis,,Plantaginaceae,,,Tracheophyta,TPL,Cymbalaria muralis,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Cyperus confertus,,Cyperaceae,,,Tracheophyta,TPL,Cyperus confertus,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Dovyalis hebecarpa,,Salicaceae,,,Tracheophyta,TPL,Dovyalis hebecarpa,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Etlingera cevuga,,Zingiberaceae,,,Tracheophyta,TPL,Etlingera cevuga,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Euphorbia tithymaloides,,Euphorbiaceae,,,Tracheophyta,TPL,Pedilanthus tithymaloides subsp. padifolius,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Furcraea foetida,,Asparagaceae,,,Tracheophyta,TPL,Furcraea foetida,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Herissantia crispa,,Malvaceae,,,Tracheophyta,TPL,Herissantia crispa,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Lantana montevidensis,,Verbenaceae,,,Tracheophyta,TPL,Lantana montevidensis,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Pectis linifolia,,Compositae,,,Tracheophyta,TPL,Pectis linifolia var. linifolia,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Schoenoplectiella mucronata,,Cyperaceae,,,Tracheophyta,TPL,Schoenoplectus mucronatus subsp. mucronatus,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Senna alata,,Leguminosae,,,Tracheophyta,TPL,Senna alata,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Sphaeropteris cooperi,,Cyatheaceae,,,Tracheophyta,TPL,Sphaeropteris cooperi,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Tagetes erecta,,Compositae,,,Tracheophyta,TPL,Tagetes patula,Vascular plants,Hawaiian Islands,,1986,1986,,Me,Complete Compiled Publication,Pacific Islands
Adiantum tenerum,,Pteridaceae,,,Tracheophyta,TPL,Adiantum tenerum,Vascular plants,Hawaiian Islands,,1987,1987,,Me,Complete Compiled Publication,Pacific Islands
Alpinia purpurata,,Zingiberaceae,,,Tracheophyta,TPL,Alpinia purpurata,Vascular plants,Hawaiian Islands,,1987,1987,,Me,Complete Compiled Publication,Pacific Islands
