NewName,Author,Family,Order,Class,Phylum,Taxonomy,OrigName,LifeForm,Region,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source,Harvest Point,Region2
Acacia confusa,Merr.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Acacia confusa,Vascular plants,Hawaiian Islands,,1915,1915,,CABI ISC,Naturalization Report,Pacific Islands
Adiantum raddianum,C. Presl,Pteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,TPL,Adiantum raddianum,Vascular plants,Hawaiian Islands,,1907,1907,,CABI ISC,Naturalization Report,Pacific Islands
Albizia saman,(Jacq.) Merr.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Samanea saman,Vascular plants,Hawaiian Islands,,1847,1847,,CABI ISC,Naturalization Report,Pacific Islands
Asclepias curassavica,L.,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Asclepias curassavica,Vascular plants,Nauru,,1949,1949,,CABI ISC,One-off Publication,Pacific Islands
Asclepias curassavica,L.,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Asclepias curassavica,Vascular plants,New Caledonia,,1869,1869,,CABI ISC,One-off Publication,Pacific Islands
Azadirachta indica,A.Juss.,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,TPL,Azadirachta indica,Vascular plants,Fiji,,1809,1809,,CABI ISC,One-off Publication,Pacific Islands
Bocconia frutescens,L.,Papaveraceae,Ranunculales,Magnoliopsida,Tracheophyta,TPL,Bocconia frutescens,Vascular plants,Hawaiian Islands,,1920,1920,,CABI ISC,Naturalization Report,Pacific Islands
Casuarina equisetifolia,L.,Casuarinaceae,Fagales,Magnoliopsida,Tracheophyta,TPL,Casuarina equisetifolia,Vascular plants,Hawaiian Islands,,1882,1882,,CABI ISC,Naturalization Report,Pacific Islands
Chromolaena odorata,(L.) R.M.King & H.Rob.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Chromolaena odorata,Vascular plants,Palau,,1989,1989,,CABI ISC,One-off Publication,Pacific Islands
Cinchona pubescens,Vahl,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Cinchona pubescens,Vascular plants,Hawaiian Islands,,1868,1868,,CABI ISC,Naturalization Report,Pacific Islands
Corynocarpus laevigatus,J.R.Forst. & G.Forst.,Corynocarpaceae,Cucurbitales,Magnoliopsida,Tracheophyta,TPL,Corynocarpus laevigatus,Vascular plants,Hawaiian Islands,,1891,1891,,CABI ISC,Naturalization Report,Pacific Islands
Cyclosorus parasiticus,(L.) Farw.,Thelypteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,TPL,Cyclosorus parasiticus,Vascular plants,Hawaiian Islands,,1926,1926,,CABI ISC,Naturalization Report,Pacific Islands
Delairea odorata,Lem.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Delairea odorata,Vascular plants,Hawaiian Islands,,1909,1909,,CABI ISC,Naturalization Report,Pacific Islands
Deparia petersenii,(Kunze) M. Kato,Athyriaceae,Polypodiales,Polypodiopsida,Tracheophyta,TPL,Deparia petersenii subsp. petersenii,Vascular plants,Hawaiian Islands,,1938,1938,,CABI ISC,Naturalization Report,Pacific Islands
Eichhornia crassipes,(Mart.) Solms,Pontederiaceae,Commelinales,Liliopsida,Tracheophyta,TPL,Eichhornia crassipes,Vascular plants,Fiji,,1905,1905,,CABI ISC,One-off Publication,Pacific Islands
Hedychium gardnerianum,Sheppard ex Ker Gawl.,Zingiberaceae,Zingiberales,Liliopsida,Tracheophyta,TPL,Hedychium gardnerianum,Vascular plants,Hawaiian Islands,,1954,1954,,CABI ISC,Naturalization Report,Pacific Islands
Heliocarpus americanus,L.,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,TPL,Heliocarpus americanus,Vascular plants,Hawaiian Islands,,1924,1924,,CABI ISC,Naturalization Report,Pacific Islands
Juncus planifolius,R.Br.,Juncaceae,Poales,Liliopsida,Tracheophyta,TPL,Juncus planifolius,Vascular plants,Hawaiian Islands,,1930,1930,,CABI ISC,Naturalization Report,Pacific Islands
Lantana camara,L.,Verbenaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Lantana camara,Vascular plants,French Polynesia,,1843,1843,,CABI ISC,One-off Publication,Pacific Islands
Ligustrum sinense,Lour.,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Ligustrum sinense,Vascular plants,Hawaiian Islands,,1850,1850,,CABI ISC,Naturalization Report,Pacific Islands
Lygodium japonicum,(Thunb.) Sw.,Lygodiaceae,Schizaeales,Polypodiopsida,Tracheophyta,TPL,Lygodium japonicum,Vascular plants,Hawaiian Islands,,1936,1936,,CABI ISC,Naturalization Report,Pacific Islands
Melaleuca quinquenervia,(Cav.) S.T.Blake,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Melaleuca quinquenervia,Vascular plants,Hawaiian Islands,,1920,1920,,CABI ISC,Naturalization Report,Pacific Islands
Miconia calvescens,DC.,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Miconia calvescens,Vascular plants,French Polynesia,,1937,1937,,CABI ISC,One-off Publication,Pacific Islands
Mimosa diplotricha,Sauvalle,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Mimosa diplotricha,Vascular plants,Niue,,1998,1998,,CABI ISC,One-off Publication,Pacific Islands
Mimosa pudica,L.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Mimosa pudica,Vascular plants,French Polynesia,,1845,1845,,CABI ISC,One-off Publication,Pacific Islands
Mimosa pudica,L.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Mimosa pudica,Vascular plants,Samoa,,1839,1839,,CABI ISC,One-off Publication,Pacific Islands
Mimosa pudica,L.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Mimosa pudica,Vascular plants,Tonga,,1840,1840,,CABI ISC,One-off Publication,Pacific Islands
Neonotonia wightii,(Wight & Arn.) J.A.Lackey,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Neonotonia wightii,Vascular plants,Hawaiian Islands,,1975,1975,,CABI ISC,Naturalization Report,Pacific Islands
Nephrolepis falcata,(Cav.) C. Chr.,Nephrolepidaceae,Polypodiales,Polypodiopsida,Tracheophyta,TPL,Nephrolepis falcata,Vascular plants,Hawaiian Islands,,1936,1936,,CABI ISC,Naturalization Report,Pacific Islands
Parkinsonia aculeata,L.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Parkinsonia aculeata,Vascular plants,Guam,,1971,1971,,CABI ISC,One-off Publication,Pacific Islands
Passiflora suberosa,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora suberosa,Vascular plants,Fiji,,1942,1942,,CABI ISC,One-off Publication,Pacific Islands
Passiflora suberosa,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora suberosa,Vascular plants,Guam,,1945,1945,,CABI ISC,One-off Publication,Pacific Islands
Pluchea carolinensis,(Jacq.) D.Don,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Pluchea carolinensis,Vascular plants,Hawaiian Islands,,1931,1931,,CABI ISC,Naturalization Report,Pacific Islands
Psidium cattleianum,Afzel. ex Sabine,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Psidium cattleianum,Vascular plants,Hawaiian Islands,,1825,1825,,CABI ISC,Naturalization Report,Pacific Islands
Psidium guajava,L.,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Psidium guajava,Vascular plants,Hawaiian Islands,,1802,1802,,CABI ISC,Naturalization Report,Pacific Islands
Rubus argutus,Link,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Rubus argutus,Vascular plants,Hawaiian Islands,,1894,1894,,CABI ISC,Naturalization Report,Pacific Islands
Sapium sebiferum,(L.) Roxb.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Sapium sebiferum,Vascular plants,Hawaiian Islands,,1927,1927,,CABI ISC,Naturalization Report,Pacific Islands
Senna bacillaris,(L.f.) H.S.Irwin & Barneby,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Senna bacillaris,Vascular plants,Fiji,,1985,1985,,CABI ISC,One-off Publication,Pacific Islands
Senna siamea,(Lam.) H.S.Irwin & Barneby,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Senna siamea,Vascular plants,Hawaiian Islands,,1865,1865,,CABI ISC,Naturalization Report,Pacific Islands
Setaria parviflora,(Poir.) M.Kerguelen,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Setaria parviflora,Vascular plants,Hawaiian Islands,,1851,1851,,CABI ISC,Naturalization Report,Pacific Islands
Sorghum halepense,(L.) Pers.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Sorghum halepense,Vascular plants,Samoa,,1895,1895,,CABI ISC,One-off Publication,Pacific Islands
Sorghum halepense,(L.) Pers.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Sorghum halepense,Vascular plants,Tonga,,1951,1951,,CABI ISC,One-off Publication,Pacific Islands
Sphaeropteris cooperi,(F. Muell.) R.M. Tryon,Cyatheaceae,Cyatheales,Polypodiopsida,Tracheophyta,TPL,Cyathea cooperi,Vascular plants,Hawaiian Islands,,1950,1950,,CABI ISC,Naturalization Report,Pacific Islands
Sphagneticola trilobata,(L.) Pruski,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Sphagneticola trilobata,Vascular plants,Fiji,,1972,1972,,CABI ISC,One-off Publication,Pacific Islands
Syzygium cumini,(L.) Skeels,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Syzygium cumini,Vascular plants,Hawaiian Islands,,1870,1870,,CABI ISC,Naturalization Report,Pacific Islands
Syzygium jambos,(L.) Alston,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Syzygium jambos,Vascular plants,Hawaiian Islands,,1825,1825,,CABI ISC,Naturalization Report,Pacific Islands
Tetragonia tetragonioides,(Pall.) Kuntze,Aizoaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Tetragonia tetragonioides,Vascular plants,Hawaiian Islands,,1909,1909,,CABI ISC,Naturalization Report,Pacific Islands
Tibouchina herbacea,(DC.) Cogn.,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Tibouchina herbacea,Vascular plants,Hawaiian Islands,,1979,1979,,CABI ISC,Naturalization Report,Pacific Islands
Ulex europaeus,L.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Ulex europaeus,Vascular plants,Hawaiian Islands,,1910,1910,,CABI ISC,Naturalization Report,Pacific Islands
Vallisneria spiralis,L.,Hydrocharitaceae,Alismatales,Liliopsida,Tracheophyta,TPL,Vallisneria spiralis,Vascular plants,Hawaiian Islands,,2001,2001,,CABI ISC,Naturalization Report,Pacific Islands
Verbesina encelioides,(Cav.) Benth. & Hook.f. ex A.Gray,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Verbesina encelioides,Vascular plants,Hawaiian Islands,,1800,1800,,CABI ISC,Naturalization Report,Pacific Islands
Atriplex semibaccata,R.Br.,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Atriplex semibaccata,Vascular plants,Hawaiian Islands,,1895,1895,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Atriplex suberecta,Verd.,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Atriplex suberecta,Vascular plants,Hawaiian Islands,,1923,1923,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Batis maritima,L.,Bataceae,Brassicales,Magnoliopsida,Tracheophyta,TPL,Batis maritima,Vascular plants,Hawaiian Islands,,1859,1859,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Bruguiera sexangula,(Lour.) Poir.,Rhizophoraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Bruguiera  sexangula,Vascular plants,Hawaiian Islands,,1922,1922,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Conocarpus erectus,L.,Combretaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Conocarpus erectus,Vascular plants,Hawaiian Islands,,1910,<1910 ,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Halophila decipiens,Ostenf.,Hydrocharitaceae,Alismatales,Liliopsida,Tracheophyta,TPL,Halophila decipiens,Vascular plants,Hawaiian Islands,,1979,1979,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Paspalum vaginatum,Sw.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum vaginatum,Vascular plants,Hawaiian Islands,,1936,1936,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Rhizophora mangle,L.,Rhizophoraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Rhizophora mangle,Vascular plants,Hawaiian Islands,,1902,1902,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Spergularia marina,(L.) Besser,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Spergularia marina,Vascular plants,Hawaiian Islands,,1909,1909,,Carlton & Eldrege (2009),Naturalization Report,Pacific Islands
Acacia concinna,(Willd.) DC.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Acacia concinna,Vascular plants,New Caledonia,established,1988,1988 - 1988,mean,GISD,One-off Publication,Pacific Islands
Acacia farnesiana,(L.) Willd.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Acacia farnesiana,Vascular plants,French Polynesia,established,1845,1845 - 1845,mean,GISD,One-off Publication,Pacific Islands
Adenanthera pavonina,L.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Adenanthera pavonina,Vascular plants,French Polynesia,alien,1845,1845 - 1845,mean,GISD,One-off Publication,Pacific Islands
Albizia lebbeck,(L.) Benth.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Albizia lebbeck,Vascular plants,French Polynesia,established,1845,1845 - 1845,mean,GISD,One-off Publication,Pacific Islands
Anodendron paniculatum,A.DC.,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Anodendron paniculatum,Vascular plants,French Polynesia,alien,1934,1934 - 1934,mean,GISD,One-off Publication,Pacific Islands
Ardisia elliptica,Thunb.,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,TPL,Ardisia elliptica,Vascular plants,French Polynesia,alien,1920,1920 - 1920,mean,GISD,One-off Publication,Pacific Islands
Arundo donax,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Arundo donax,Vascular plants,New Caledonia,established,1883,1883 - 1883,mean,GISD,One-off Publication,Pacific Islands
Bidens pilosa,L.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Bidens pilosa,Vascular plants,French Polynesia,alien,1838,1838 - 1838,mean,GISD,One-off Publication,Pacific Islands
Brachiaria mutica,(Forssk.) Stapf,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Urochloa mutica,Vascular plants,New Caledonia,established,1874,1874,NEW_After,GISD,One-off Publication,Pacific Islands
Brachiaria reptans,(L.) C.A.Gardner & C.E.Hubb.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Urochloa reptens,Vascular plants,New Caledonia,established,1855,1855 - 1855,mean,GISD,One-off Publication,Pacific Islands
Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Bercht. & J.Presl,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,TPL,Brugmansia suaveolens,Vascular plants,New Caledonia,established,1925,1925 - 1925,mean,GISD,One-off Publication,Pacific Islands
Caesalpinia decapetala,(Roth) Alston,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Caesalpinia decapetala,Vascular plants,French Polynesia,alien,1947,1947 - 1947,mean,GISD,One-off Publication,Pacific Islands
Caesalpinia decapetala,(Roth) Alston,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Caesalpinia decapetala,Vascular plants,New Caledonia,established,1855,1855,NEW_Before,GISD,One-off Publication,Pacific Islands
Cecropia peltata,L.,Urticaceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Cecropia peltata,Vascular plants,French Polynesia,alien,1926,1926 - 1926,mean,GISD,One-off Publication,Pacific Islands
Cenchrus echinatus,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Cenchrus echinatus,Vascular plants,French Polynesia,alien,1877,1877 - 1877,mean,GISD,One-off Publication,Pacific Islands
Cenchrus echinatus,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Cenchrus echinatus,Vascular plants,New Caledonia,established,1913,1913 - 1913,mean,GISD,One-off Publication,Pacific Islands
Cestrum nocturnum,L.,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,TPL,Cestrum nocturnum,Vascular plants,French Polynesia,alien,1936,1936 - 1936,mean,GISD,One-off Publication,Pacific Islands
Chloris barbata,Sw.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Chloris barbata,Vascular plants,French Polynesia,alien,1981,1981 - 1981,mean,GISD,One-off Publication,Pacific Islands
Chrysobalanus icaco,L.,Chrysobalanaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Chrysobalanus icaco,Vascular plants,French Polynesia,alien,1922,1922 - 1922,mean,GISD,One-off Publication,Pacific Islands
Cinchona pubescens,Vahl,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Cinchona pubescens,Vascular plants,French Polynesia,alien,1938,1938 - 1938,mean,GISD,One-off Publication,Pacific Islands
Cinnamomum verum,J.Presl,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,TPL,Cinnamomum verum,Vascular plants,French Polynesia,alien,1850,1850 - 1850,mean,GISD,One-off Publication,Pacific Islands
Coffea arabica,L.,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Coffea arabica,Vascular plants,French Polynesia,alien,1817,1817 - 1817,mean,GISD,One-off Publication,Pacific Islands
Cryptostegia grandiflora,Roxb. ex R.Br.,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Cryptostegia grandiflora,Vascular plants,New Caledonia,established,1914,1914,NEW_After,GISD,One-off Publication,Pacific Islands
Cynodon dactylon,(L.) Pers.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Cynodon dactylon,Vascular plants,French Polynesia,alien,1951,1951,NEW_Before,GISD,One-off Publication,Pacific Islands
Cyperus rotundus,L.,Cyperaceae,Poales,Liliopsida,Tracheophyta,TPL,Cyperus rotundus,Vascular plants,French Polynesia,alien,1922,1922 - 1922,mean,GISD,One-off Publication,Pacific Islands
Desmodium incanum,DC.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Desmodium incanum,Vascular plants,French Polynesia,alien,1962,1962 - 1962,mean,GISD,One-off Publication,Pacific Islands
Dolichandra unguis-cati,(L.) L.G.Lohmann,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Macfadyena unguis-cati,Vascular plants,New Caledonia,established,1950,1950 - 1950,mean,GISD,One-off Publication,Pacific Islands
Eichhornia crassipes,(Mart.) Solms,Pontederiaceae,Commelinales,Liliopsida,Tracheophyta,TPL,Eichhornia crassipes,Vascular plants,French Polynesia,alien,1950,1950 - 1950,mean,GISD,One-off Publication,Pacific Islands
Elephantopus mollis,Kunth,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Elephantopus mollis,Vascular plants,French Polynesia,alien,1912,1912 - 1912,mean,GISD,One-off Publication,Pacific Islands
Eugenia uniflora,L.,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Eugenia uniflora,Vascular plants,French Polynesia,alien,1848,1848 - 1848,mean,GISD,One-off Publication,Pacific Islands
Falcataria moluccana,(Miq.) Barneby & J.W.Grimes,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Falcataria moluccana,Vascular plants,New Caledonia,established,1900,1900 - 1900,mean,GISD,One-off Publication,Pacific Islands
Ficus microcarpa,L.f.,Moraceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Ficus microcarpa,Vascular plants,French Polynesia,established,1900,1900 - 1900,mean,GISD,One-off Publication,Pacific Islands
Flemingia strobilifera,(L.) W.T.Aiton,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Flemingia strobilifera,Vascular plants,French Polynesia,alien,1937,1937 - 1937,mean,GISD,One-off Publication,Pacific Islands
Furcraea foetida,(L.) Haw.,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,TPL,Furcraea foetida,Vascular plants,New Caledonia,established,1866,1866,NEW_After,GISD,One-off Publication,Pacific Islands
Garcinia cowa,Roxb. ex Choisy,Clusiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Garcinia cowa,Vascular plants,French Polynesia,alien,1926,1926 - 1926,mean,GISD,One-off Publication,Pacific Islands
Grevillea robusta,A.Cunn. ex R.Br.,Proteaceae,Proteales,Magnoliopsida,Tracheophyta,TPL,Grevillea robusta,Vascular plants,French Polynesia,established,1890,1890 - 1890,mean,GISD,One-off Publication,Pacific Islands
Heteropogon contortus,(L.) P.Beauv. ex Roem. & Schult.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Heteropogon contortus,Vascular plants,New Caledonia,established,1800,1800,NEW_After,GISD,One-off Publication,Pacific Islands
Ipomoea cairica,(L.) Sweet,Convolvulaceae,Solanales,Magnoliopsida,Tracheophyta,TPL,Ipomoea cairica,Vascular plants,New Caledonia,established,1845,1845 - 1845,mean,GISD,One-off Publication,Pacific Islands
Leucaena leucocephala,(Lam.) de Wit,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Leucaena leucocephala,Vascular plants,French Polynesia,alien,1845,1845 - 1845,mean,GISD,One-off Publication,Pacific Islands
Leucaena leucocephala,(Lam.) de Wit,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Leucaena leucocephala,Vascular plants,New Caledonia,established,1855,1855 - 1855,mean,GISD,One-off Publication,Pacific Islands
Licuala grandis,H.Wendl.,Arecaceae,Arecales,Liliopsida,Tracheophyta,TPL,Licuala grandis,Vascular plants,French Polynesia,established,1936,1936 - 1936,mean,GISD,One-off Publication,Pacific Islands
Macroptilium atropurpureum,(DC.) Urb.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Phaseolus atropurpureus,Vascular plants,New Caledonia,established,1862,1862 - 1862,mean,GISD,One-off Publication,Pacific Islands
Melinis minutiflora,P.Beauv.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Melinis minutiflora,Vascular plants,New Caledonia,established,1940,1940 - 1940,mean,GISD,One-off Publication,Pacific Islands
Miconia calvescens,DC.,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Miconia calvescens,Vascular plants,Hawaiian Islands,,1960,1960,,GISD,Naturalization Report,Pacific Islands
Mikania micrantha,Kunth,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Mikania micrantha,Vascular plants,New Caledonia,established,1993,1993 - 1993,mean,GISD,One-off Publication,Pacific Islands
Mimosa diplotricha,Sauvalle,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Mimosa diplotricha,Vascular plants,New Caledonia,established,1944,1944 - 1944,mean,GISD,One-off Publication,Pacific Islands
Ocimum gratissimum,L.,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Ocimum gratissimum,Vascular plants,French Polynesia,alien,1912,1912 - 1912,mean,GISD,One-off Publication,Pacific Islands
Ocimum gratissimum,L.,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Ocimum gratissimum,Vascular plants,New Caledonia,established,1874,1874 - 1874,mean,GISD,One-off Publication,Pacific Islands
Opuntia stricta,(Haw.) Haw.,Cactaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Opuntia stricta,Vascular plants,New Caledonia,established,1883,1883 - 1883,mean,GISD,One-off Publication,Pacific Islands
Parthenium hysterophorus,L.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Parthenium hysterophorus,Vascular plants,New Caledonia,established,1881,1881 - 1881,mean,GISD,One-off Publication,Pacific Islands
Paspalum conjugatum,P.J.Bergius,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum conjugatum,Vascular plants,French Polynesia,alien,1926,1926 - 1926,mean,GISD,One-off Publication,Pacific Islands
Paspalum paniculatum,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum paniculatum,Vascular plants,French Polynesia,alien,1913,1913 - 1913,mean,GISD,One-off Publication,Pacific Islands
Paspalum urvillei,Steud.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Paspalum urvillei,Vascular plants,New Caledonia,established,1940,1940 - 1940,mean,GISD,One-off Publication,Pacific Islands
Passiflora foetida,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora foetida,Vascular plants,French Polynesia,alien,1845,1845 - 1845,mean,GISD,One-off Publication,Pacific Islands
Passiflora maliformis,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora maliformis,Vascular plants,French Polynesia,alien,1981,1981 - 1981,mean,GISD,One-off Publication,Pacific Islands
Passiflora suberosa,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora suberosa,Vascular plants,French Polynesia,alien,1935,1935 - 1935,mean,GISD,One-off Publication,Pacific Islands
Passiflora suberosa,L.,Passifloraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Passiflora suberosa,Vascular plants,New Caledonia,established,1909,1909 - 1909,mean,GISD,One-off Publication,Pacific Islands
Pennisetum setaceum,(Forssk.) Chiov.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Pennisetum setaceum,Vascular plants,New Caledonia,established,1984,1984 - 1984,mean,GISD,One-off Publication,Pacific Islands
Pinus caribaea,Morelet,Pinaceae,Pinales,Pinopsida,Tracheophyta,TPL,Pinus caribaea,Vascular plants,French Polynesia,alien,1964,1964 - 1964,mean,GISD,One-off Publication,Pacific Islands
Pinus caribaea,Morelet,Pinaceae,Pinales,Pinopsida,Tracheophyta,TPL,Pinus caribaea,Vascular plants,New Caledonia,established,1959,1959 - 1959,mean,GISD,One-off Publication,Pacific Islands
Pluchea odorata,(L.) Cass.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Pluchea odorata,Vascular plants,New Caledonia,established,1979,1979 - 1979,mean,GISD,One-off Publication,Pacific Islands
Psidium cattleianum,Afzel. ex Sabine,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Psidium cattleianum,Vascular plants,French Polynesia,alien,1840,1840 - 1840,mean,GISD,One-off Publication,Pacific Islands
Psidium guajava,L.,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Psidium guajava,Vascular plants,French Polynesia,alien,1815,1815 - 1815,mean,GISD,One-off Publication,Pacific Islands
Psidium guajava,L.,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Psidium guajava,Vascular plants,New Caledonia,established,1857,1857 - 1857,mean,GISD,One-off Publication,Pacific Islands
Rhizophora stylosa,Griff.,Rhizophoraceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Rhizophora stylosa,Vascular plants,French Polynesia,alien,1930,1930 - 1930,mean,GISD,One-off Publication,Pacific Islands
Rhodomyrtus tomentosa,(Aiton) Hassk.,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Rhodomyrtus tomentosa,Vascular plants,French Polynesia,alien,1928,1928 - 1928,mean,GISD,One-off Publication,Pacific Islands
