NewName,Author,Family,Order,Class,Phylum,Taxonomy,OrigName,LifeForm,Region,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source,Harvest Point,Region2
Emilia fosbergii,Nicolson,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Emilia fosbergii,Vascular plants,Hawaiian Islands,,1920,1920,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Emilia sonchifolia,(L.) DC. ex DC.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Emilia sonchifolia var. javanicus,Vascular plants,Hawaiian Islands,,1927,1927,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Encelia farinosa,A.Gray ex Torr.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Encelia farinosa,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Enchylaena tomentosa,R.Br.,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Enchylaena tomentosa,Vascular plants,Hawaiian Islands,,1985,1985,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Epidendrum proligerum,Barb.Rodr.,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,TPL,Epidendrum x obrianum,Vascular plants,Hawaiian Islands,,1940,1940,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Epilobium ciliatum,Raf.,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Epilobium ciliatum,Vascular plants,Hawaiian Islands,,1929,1929,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eragrostis amabilis,(L.) Wight & Arn.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Eragrostis tenella,Vascular plants,Hawaiian Islands,,1895,1895,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eragrostis cilianensis,(All.) Janch.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Eragrostis cilianensis,Vascular plants,Hawaiian Islands,,1864,1864,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eragrostis ciliaris,(L.) R.Br.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Eragrostis ciliaris,Vascular plants,Hawaiian Islands,,1976,1976,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eragrostis cumingii,Steud.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Eragrostis brownei,Vascular plants,Hawaiian Islands,,1916,1916,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eragrostis elongata,(Willd.) J.Jacq.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Eragrostis elongata,Vascular plants,Hawaiian Islands,,1949,1949,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eragrostis pectinacea,(Michx.) Nees,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Eragrostis pectinacea,Vascular plants,Hawaiian Islands,,1916,1916,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eragrostis pilosa,(L.) P.Beauv.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Eragrostis pilosa,Vascular plants,Hawaiian Islands,,1913,1913,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eragrostis unioloides,(Retz.) Nees ex Steud.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Eragrostis unioloides,Vascular plants,Hawaiian Islands,,1958,1958,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Erechtites hieracifolia,(L.) Raf.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Erechtites hieracifolia,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Erechtites valerianifolia,(Link ex Wolf) Less. ex DC.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Erechtites valerianifolia,Vascular plants,Hawaiian Islands,,1916,1916,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Erigeron annuus,(L.) Pers.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Erigeron annuus,Vascular plants,Hawaiian Islands,,1936,1936,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Erigeron bellioides,DC.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Erigeron bellioides,Vascular plants,Hawaiian Islands,,1984,1984,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Erigeron bonariensis,Hort. ex Link,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Conyza bonariensis,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Erigeron canadensis,L.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Conyza canadensis var. canadensis,Vascular plants,Hawaiian Islands,,1911,1911,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Erigeron karvinskianus,DC.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Erigeron karvinskianus,Vascular plants,Hawaiian Islands,,1911,1911,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eriobotrya japonica,(Thunb.) Lindl.,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Eriobotrya japonica,Vascular plants,Hawaiian Islands,,1915,1915,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Erodium cicutarium,(L.) L'Hér.,Geraniaceae,Geraniales,Magnoliopsida,Tracheophyta,TPL,Erodium cicutarium,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eryngium foetidum,L.,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,TPL,Eryngium foetidum,Vascular plants,Hawaiian Islands,,1944,1944,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euchiton japonicus,(Thunb.) Anderb.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Gnaphalium japonicum,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eugenia uniflora,L.,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Eugenia uniflora,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia albomarginata,Torr. & A.Gray,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Chamaesyce albomarginata,Vascular plants,Hawaiian Islands,,1947,1947,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia cotinifolia,L.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Euphorbia cotinifolia,Vascular plants,Hawaiian Islands,,1959,1959,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia cyathophora,Murray,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Euphorbia cyathophora,Vascular plants,Hawaiian Islands,,1917,1917,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia graminea,Jacq.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Euphorbia graminea,Vascular plants,Hawaiian Islands,,1978,1978,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia heterophylla,L.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Euphorbia heterophylla,Vascular plants,Hawaiian Islands,,1895,1895,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia hirta,L.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Chamaesyce hirta,Vascular plants,Hawaiian Islands,,1817,1817,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia hypericifolia,L.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Chamaesyce hypericifolia,Vascular plants,Hawaiian Islands,,1913,1913,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia hyssopifolia,L.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Chamaesyce hyssopifolia,Vascular plants,Hawaiian Islands,,1959,1959,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia maculata,L.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Chamaesyce maculata,Vascular plants,Hawaiian Islands,,1980,1980,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia peplus,L.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Euphorbia peplus,Vascular plants,Hawaiian Islands,,1855,1855,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia prostrata,Aiton,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Chamaesyce prostrata,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Euphorbia thymifolia,Forssk.,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Chamaesyce thymifolia,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Eustachys petraea,(Sw.) Desv.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Chloris petraea,Vascular plants,Hawaiian Islands,,1968,1968,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Fagopyrum esculentum,Vascular plants,Hawaiian Islands,,1925,1925,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Falcataria moluccana,(Miq.) Barneby & J.W.Grimes,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Paraserianthes falcataria,Vascular plants,Hawaiian Islands,,1930,1930,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Fallopia convolvulus,(L.) Á.Löve,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Polygonum convolvulus,Vascular plants,Hawaiian Islands,,1981,1981,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Festuca rubra,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Festuca rubra,Vascular plants,Hawaiian Islands,,1912,1912,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ficus microcarpa,L.f.,Moraceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Ficus microcarpa,Vascular plants,Hawaiian Islands,,1943,1943,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Filago gallica,(L.) L.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Filago gallica,Vascular plants,Hawaiian Islands,,1966,1966,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Fimbristylis aestivalis,Vahl,Cyperaceae,Poales,Liliopsida,Tracheophyta,TPL,Fimbristylis aestivalis,Vascular plants,Hawaiian Islands,,1977,1977,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Fimbristylis schoenoides,(Retz.) Vahl,Cyperaceae,Poales,Liliopsida,Tracheophyta,TPL,Fimbristylis schoenoides,Vascular plants,Hawaiian Islands,,1984,1984,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Flaveria trinervia,(Spreng.) C.Mohr,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Flaveria trinervia,Vascular plants,Hawaiian Islands,,1937,1937,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Flemingia strobilifera,(L.) W.T.Aiton,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Flemingia strobilifera,Vascular plants,Hawaiian Islands,,1910,1910,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Foeniculum vulgare,Mill.,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,TPL,Foeniculum vulgare,Vascular plants,Hawaiian Islands,,1865,1865,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Fragaria vesca,L.,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,TPL,Fragaria vesca,Vascular plants,Hawaiian Islands,,1829,1829,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Frankenia salina,(Molina) I.M.Johnst.,Frankeniaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Frankenia salina,Vascular plants,Hawaiian Islands,,1968,1968,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Fraxinus uhdei,(Wenz.) Lingelsh.,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Fraxinus uhdei,Vascular plants,Hawaiian Islands,,1926,1926,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Fuchsia magellanica,Lam.,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Fuchsia magellanica,Vascular plants,Hawaiian Islands,,1922,1922,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Fuchsia paniculata,Lindl.,Onagraceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Fuchsia paniculata,Vascular plants,Hawaiian Islands,,1933,1933,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Furcraea foetida,(L.) Haw.,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,TPL,Furcraea foetida,Vascular plants,Hawaiian Islands,,1870,1870,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gaillardia pulchella,Foug.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Gaillardia pulchella,Vascular plants,Hawaiian Islands,,1908,1908,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Galinsoga parviflora,Cav.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Galinsoga parviflora,Vascular plants,Hawaiian Islands,,1908,1908,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Galinsoga quadriradiata,Ruiz & Pav.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Galinsoga quadriradiata,Vascular plants,Hawaiian Islands,,1964,1964,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Galium divaricatum,Pourr. ex Lam.,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Galium divaricatum,Vascular plants,Hawaiian Islands,,1981,1981,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Garnotia acutigluma,(Steud.) Ohwi,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Garnotia acutigluma,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gastridium ventricosum,(Gouan) Schinz & Thell.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Gastridium ventricosum,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Genista monspessulana,(L.) L.A.S.Johnson,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Cytisus monspessulanus,Vascular plants,Hawaiian Islands,,1956,1956,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Geranium dissectum,L.,Geraniaceae,Geraniales,Magnoliopsida,Tracheophyta,TPL,Geranium dissectum,Vascular plants,Hawaiian Islands,,1910,1910,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Geranium homeanum,Turcz.,Geraniaceae,Geraniales,Magnoliopsida,Tracheophyta,TPL,Geranium homeanum,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Geranium pusillum,L.,Geraniaceae,Geraniales,Magnoliopsida,Tracheophyta,TPL,Geranium pusillum,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Geranium retrorsum,L'Hér. ex DC.,Geraniaceae,Geraniales,Magnoliopsida,Tracheophyta,TPL,Geranium retrorsum,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gibasis geniculata,(Jacq.) Rohweder,Commelinaceae,Commelinales,Liliopsida,Tracheophyta,TPL,Tradescantia geniculata,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gilia capitata,Sims,Polemoniaceae,Ericales,Magnoliopsida,Tracheophyta,TPL,Gilia capitata,Vascular plants,Hawaiian Islands,,1929,1929,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gnaphalium purpureum,L.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Gnaphalium purpureum,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gomphocarpus physocarpus,E.Mey.,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Asclepias physocarpa,Vascular plants,Hawaiian Islands,,1919,1919,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gomphrena globosa,L.,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Gomphrena globosa,Vascular plants,Hawaiian Islands,,1929,1929,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gonocarpus chinensis,(Lour.) Orchard,Haloragaceae,Saxifragales,Magnoliopsida,Tracheophyta,TPL,Gonocarpus chinensis,Vascular plants,Hawaiian Islands,,1966,1966,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gossypium barbadense,L.,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,TPL,Gossypium barbadense,Vascular plants,Hawaiian Islands,,1817,1817,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Gossypium hirsutum,L.,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,TPL,Gossypium hirsutum,Vascular plants,Hawaiian Islands,,1914,1914,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Grevillea banksii,R.Br.,Proteaceae,Proteales,Magnoliopsida,Tracheophyta,TPL,Grevillea banksii,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Grevillea robusta,A.Cunn. ex R.Br.,Proteaceae,Proteales,Magnoliopsida,Tracheophyta,TPL,Grevillea robusta,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Haematoxylum campechianum,L.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Haematoxylum campechianum,Vascular plants,Hawaiian Islands,,1917,1917,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Harrisia martinii,(Labour.) Britton,Cactaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Harrisia martinii,Vascular plants,Hawaiian Islands,,1959,1959,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hedychium coronarium,J.Koenig,Zingiberaceae,Zingiberales,Liliopsida,Tracheophyta,TPL,Hedychium coronarium,Vascular plants,Hawaiian Islands,,1888,1888,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hedychium flavescens,Carey ex Roscoe,Zingiberaceae,Zingiberales,Liliopsida,Tracheophyta,TPL,Hedychium flavescens,Vascular plants,Hawaiian Islands,,1913,1913,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hedyotis pruinosa,Wight & Arn.,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,TPL,Hedyotis corymbosa,Vascular plants,Hawaiian Islands,,1965,1965,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Helichrysum foetidum,(L.) Cass.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Helichrysum foetidum,Vascular plants,Hawaiian Islands,,1949,1949,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Heliocarpus popayanensis,Kunth,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,TPL,Heliocarpus popayanensis,Vascular plants,Hawaiian Islands,,1941,1941,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Heliotropium amplexicaule,Vahl,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,TPL,Heliotropium amplexicaule,Vascular plants,Hawaiian Islands,,1871,1871,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Heliotropium procumbens,Mill.,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,TPL,Heliotropium procumbens,Vascular plants,Hawaiian Islands,,1975,1975,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hemigraphis reptans,(G.Forst.) T.Anderson ex Hemsl.,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Hemigraphis reptans,Vascular plants,Hawaiian Islands,,1957,1957,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Heterocentron subtriplinervium,(Link & Otto) A. Braun & C.D. Bouché,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Heterocentron subtriplinervium,Vascular plants,Hawaiian Islands,,1926,1926,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Heterotheca grandiflora,Nutt.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Heterotheca grandiflora,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Heterotis rotundifolia,(Sm.) Jacq.-Fél.,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,TPL,Dissotis rotundifolia,Vascular plants,Hawaiian Islands,,1958,1958,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hibiscus macrophyllus,Roxb. ex Hornem.,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,TPL,Hibiscus macrophyllus,Vascular plants,Hawaiian Islands,,1917,1917,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hippeastrum puniceum,(Lam.) Voss,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,TPL,Hippeastrum puniceum,Vascular plants,Hawaiian Islands,,1928,1928,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hippobroma longiflora,(L.) G.Don,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,TPL,Hippobroma longiflora,Vascular plants,Hawaiian Islands,,1865,1865,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Holcus lanatus,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Holcus lanatus,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hordeum murinum,(Link) Arcang.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Hordeum leporinum,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hordeum vulgare,L.,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Hordeum vulgare,Vascular plants,Hawaiian Islands,,1935,1935,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hunnemannia fumariifolia,Sweet,Papaveraceae,Ranunculales,Magnoliopsida,Tracheophyta,TPL,Hunnemannia fumariifolia,Vascular plants,Hawaiian Islands,,1920,1920,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hydrocleys nymphoides,(Humb. & Bonpl. ex Willd.) Buchenau,Alismataceae,Alismatales,Liliopsida,Tracheophyta,TPL,Hydrocleys nymphoides,Vascular plants,Hawaiian Islands,,1939,1939,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hydrocotyle bowlesioides,Mathias & Constance,Araliaceae,Apiales,Magnoliopsida,Tracheophyta,TPL,Hydrocotyle bowlesioides,Vascular plants,Hawaiian Islands,,1931,1931,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hydrocotyle sibthorpioides,Lam.,Araliaceae,Apiales,Magnoliopsida,Tracheophyta,TPL,Hydrocotyle sibthorpioides,Vascular plants,Hawaiian Islands,,1932,1932,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hydrocotyle verticillata,Thunb.,Araliaceae,Apiales,Magnoliopsida,Tracheophyta,TPL,Hydrocotyle verticillata,Vascular plants,Hawaiian Islands,,1817,1817,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hylocereus undatus,(Haw.) Britton & Rose,Cactaceae,Caryophyllales,Magnoliopsida,Tracheophyta,TPL,Hylocereus undatus,Vascular plants,Hawaiian Islands,,1830,1830,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hyparrhenia hirta,(L.) Stapf,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Hyparrhenia hirta,Vascular plants,Hawaiian Islands,,1962,1962,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hyparrhenia rufa,(Nees) Stapf,Poaceae,Poales,Liliopsida,Tracheophyta,TPL,Hyparrhenia rufa,Vascular plants,Hawaiian Islands,,1933,1933,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hypericum canariense,L.,Hypericaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Hypericum canariense,Vascular plants,Hawaiian Islands,,1985,1985,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hypericum gramineum,G.Forst.,Hypericaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Hypericum gramineum,Vascular plants,Hawaiian Islands,,1911,1911,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hypericum mutilum,L.,Hypericaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Hypericum mutilum,Vascular plants,Hawaiian Islands,,1911,1911,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hypericum parvulum,Greene,Hypericaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Hypericum parvulum,Vascular plants,Hawaiian Islands,,1932,1932,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hypericum perforatum,L.,Hypericaceae,Malpighiales,Magnoliopsida,Tracheophyta,TPL,Hypericum perforatum,Vascular plants,Hawaiian Islands,,1961,1961,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hypochaeris radicata,L.,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Hypochaeris radicata,Vascular plants,Hawaiian Islands,,1895,1895,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hypochoeris argentina,Cabrera,Compositae,Asterales,Magnoliopsida,Tracheophyta,TPL,Hypochoeris glabra,Vascular plants,Hawaiian Islands,,1909,1909,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Hyptis pectinata,(L.) Poit.,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,TPL,Hyptis pectinata,Vascular plants,Hawaiian Islands,,1930,1930,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ilex cassine,L.,Aquifoliaceae,Aquifoliales,Magnoliopsida,Tracheophyta,TPL,Ilex cassine,Vascular plants,Hawaiian Islands,,1949,1949,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Ilex paraguariensis,A.St.-Hil.,Aquifoliaceae,Aquifoliales,Magnoliopsida,Tracheophyta,TPL,Ilex paraguariensis,Vascular plants,Hawaiian Islands,,1934,1934,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Impatiens sodenii,Engl. & Warb.,Balsaminaceae,Ericales,Magnoliopsida,Tracheophyta,TPL,Impatiens oliveri,Vascular plants,Hawaiian Islands,,1956,1956,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Impatiens walleriana,Hook.f.,Balsaminaceae,Ericales,Magnoliopsida,Tracheophyta,TPL,Impatiens walleriana,Vascular plants,Hawaiian Islands,,1939,1939,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
Indigofera spicata,Forssk.,Leguminosae,Fabales,Magnoliopsida,Tracheophyta,TPL,Indigofera spicata,Vascular plants,Hawaiian Islands,,1977,1977,Herbarium record,Wester L. (1992),Complete Species List,Pacific Islands
